timestep,policy_id,gt_policy_id,confidence,entropy,prob_policy_0,prob_policy_1
0.000000,1,0,0.998828,0.009080,0.001172,0.998828
0.033333,1,0,0.998828,0.009080,0.001172,0.998828
0.066667,1,0,0.998828,0.009080,0.001172,0.998828
0.100000,1,0,0.998828,0.009080,0.001172,0.998828
0.133333,1,0,0.998828,0.009080,0.001172,0.998828
0.166667,1,0,0.998828,0.009080,0.001172,0.998828
0.200000,1,0,0.998828,0.009080,0.001172,0.998828
0.233333,1,0,0.998828,0.009080,0.001172,0.998828
0.266667,1,0,0.984156,0.081390,0.015844,0.984156
0.300000,1,0,0.984156,0.081390,0.015844,0.984156
0.333333,1,0,0.984156,0.081390,0.015844,0.984156
0.366667,1,0,0.984156,0.081390,0.015844,0.984156
0.400000,1,0,0.984156,0.081390,0.015844,0.984156
0.433333,1,0,0.984156,0.081390,0.015844,0.984156
0.466667,1,0,0.984156,0.081390,0.015844,0.984156
0.500000,1,0,0.984156,0.081390,0.015844,0.984156
0.533333,1,0,0.984742,0.078960,0.015258,0.984742
0.566667,1,0,0.984742,0.078960,0.015258,0.984742
0.600000,1,0,0.984742,0.078960,0.015258,0.984742
0.633333,1,0,0.984742,0.078960,0.015258,0.984742
0.666667,1,0,0.984742,0.078960,0.015258,0.984742
0.700000,1,0,0.984742,0.078960,0.015258,0.984742
0.733333,1,0,0.984742,0.078960,0.015258,0.984742
0.766667,1,0,0.984742,0.078960,0.015258,0.984742
0.800000,1,0,1.000000,0.000000,0.000000,1.000000
0.833333,1,0,1.000000,0.000000,0.000000,1.000000
0.866667,1,0,1.000000,0.000000,0.000000,1.000000
0.900000,1,0,1.000000,0.000000,0.000000,1.000000
0.933333,1,0,1.000000,0.000000,0.000000,1.000000
0.966667,1,0,1.000000,0.000000,0.000000,1.000000
1.000000,1,0,1.000000,0.000000,0.000000,1.000000
1.033333,1,0,1.000000,0.000000,0.000000,1.000000
1.066667,1,0,1.000000,0.000000,0.000000,1.000000
1.100000,1,0,1.000000,0.000000,0.000000,1.000000
1.133333,1,0,1.000000,0.000000,0.000000,1.000000
1.166667,1,0,1.000000,0.000000,0.000000,1.000000
1.200000,1,0,1.000000,0.000000,0.000000,1.000000
1.233333,1,0,1.000000,0.000000,0.000000,1.000000
1.266667,1,0,1.000000,0.000000,0.000000,1.000000
1.300000,1,0,1.000000,0.000000,0.000000,1.000000
1.333333,1,0,1.000000,0.000000,0.000000,1.000000
1.366667,1,0,1.000000,0.000000,0.000000,1.000000
1.400000,1,0,1.000000,0.000000,0.000000,1.000000
1.433333,1,0,1.000000,0.000000,0.000000,1.000000
1.466667,1,0,1.000000,0.000000,0.000000,1.000000
1.500000,1,0,1.000000,0.000000,0.000000,1.000000
1.533333,1,0,1.000000,0.000000,0.000000,1.000000
1.566667,1,0,1.000000,0.000000,0.000000,1.000000
1.600000,1,0,1.000000,0.000000,0.000000,1.000000
1.633333,1,0,1.000000,0.000000,0.000000,1.000000
1.666667,1,0,1.000000,0.000000,0.000000,1.000000
1.700000,1,0,1.000000,0.000000,0.000000,1.000000
1.733333,1,0,1.000000,0.000000,0.000000,1.000000
1.766667,1,0,1.000000,0.000000,0.000000,1.000000
1.800000,1,0,1.000000,0.000000,0.000000,1.000000
1.833333,1,0,1.000000,0.000000,0.000000,1.000000
1.866667,1,0,1.000000,0.000000,0.000000,1.000000
1.900000,1,0,1.000000,0.000000,0.000000,1.000000
1.933333,1,0,1.000000,0.000000,0.000000,1.000000
1.966667,1,0,1.000000,0.000000,0.000000,1.000000
2.000000,1,0,1.000000,0.000000,0.000000,1.000000
2.033333,1,0,1.000000,0.000000,0.000000,1.000000
2.066667,1,0,1.000000,0.000000,0.000000,1.000000
2.100000,1,0,1.000000,0.000000,0.000000,1.000000
